id,interarrival,t_envio,t_respuesta,status_code,error
1,0.10756878678058551,1764470434.7867963,0.07668471336364746,200,
2,0.1824477707279931,1764470435.0486646,0.1384596824645996,200,
3,1.0459373180356912,1764470436.234413,0.6666042804718018,200,
4,0.227906286742828,1764470437.129741,0.14683771133422852,200,
5,4.629292635057156,1764470441.9071517,2.841718912124634,200,
6,0.0778011542973921,1764470444.827061,0.07004237174987793,200,
7,1.5366125053822717,1764470446.4350045,0.9437448978424072,200,
8,0.8075262102037634,1764470448.187388,0.5150089263916016,200,
9,3.8222568791751215,1764470452.5258298,2.3379931449890137,200,
10,0.3479031184482196,1764470455.2128835,0.2372896671295166,200,
11,0.8226142503434278,1764470456.2733436,0.5080766677856445,200,
12,0.8123198827846865,1764470457.5944657,0.5147526264190674,200,
13,0.5625078281859955,1764470458.6728508,0.34953737258911133,200,
14,0.0033439010196702284,1764470459.0265641,0.025478363037109375,200,
15,1.1463802849967617,1764470460.1995816,0.7225706577301025,200,
16,0.18338316909973568,1764470461.1066403,0.13731145858764648,200,
17,1.8206146588044818,1764470463.0658388,1.1393654346466064,200,
18,0.14487680415877568,1764470464.3514373,0.1033792495727539,200,
19,0.7580133998886882,1764470465.2138762,0.48742222785949707,200,
20,1.1895804150114353,1764470466.892446,0.7305068969726562,200,
21,4.716167113123427,1764470472.33988,2.9059836864471436,200,
22,0.1947065660707811,1764470475.440995,0.1489391326904297,200,
23,0.30671047622334136,1764470475.897284,0.19233059883117676,200,
24,3.121979845587979,1764470479.2124188,1.909095048904419,200,
25,0.04292940418178666,1764470481.1651485,0.0338895320892334,200,
26,4.841623786230848,1764470486.042114,2.958200693130493,200,
27,1.703854853801425,1764470490.7051497,1.0617449283599854,200,
28,0.6166451396376011,1764470492.3845563,0.3815314769744873,200,
29,3.638314498573756,1764470496.4049418,2.2362172603607178,200,
30,2.9288988478595885,1764470501.571113,1.7928879261016846,200,
31,0.8415498901939075,1764470504.206041,0.5213003158569336,200,
32,3.2338980133400144,1764470507.9625933,1.9782793521881104,200,
33,0.46351728642353657,1764470510.404993,0.2891836166381836,200,
34,1.877596912869933,1764470512.5725317,1.1626992225646973,200,
35,1.4976367285514436,1764470515.2339122,0.9241127967834473,200,
36,3.314511607587874,1764470519.4742262,2.038374423980713,200,
37,0.7574413566973928,1764470522.270788,0.46827220916748047,200,
38,1.0157870247776613,1764470523.755648,0.6251671314239502,200,
39,2.9330929606909977,1764470527.3150065,1.805537223815918,200,
40,1.4379646400139212,1764470530.5597062,0.882967472076416,200,
41,2.3093320149572296,1764470533.7530487,1.4137473106384277,200,
42,2.0341748237460484,1764470537.202292,1.267927646636963,200,
43,2.1971703645100695,1764470540.6685417,1.361074686050415,200,
44,4.4163428214271745,1764470546.4467158,2.6984777450561523,200,
45,1.331595109791688,1764470550.4781766,0.8342816829681396,200,
46,2.2080752900881597,1764470553.5227308,1.370781421661377,200,
47,0.9384770658451188,1764470555.8332846,0.5781095027923584,200,
48,0.06471853165019567,1764470556.4770827,0.06113481521606445,200,
49,2.8062558831703863,1764470559.3449519,1.716700792312622,200,
50,0.40047803842116036,1764470561.463343,0.2484877109527588,200,
