tiempo_espera,tiempo_sistema
0.0,0.037873459034744705
0.0,1.5942403771023859
0.0,1.111395800286969
0.0,2.7512566079636045
0.0,0.07167954834204693
0.0,3.4803552709623027
0.0,1.6643481139610934
0.0,0.44642737902874075
0.0,0.7105031224037468
0.0,1.6214891983014397
0.0,1.1451066824793017
0.0,0.8143930305889455
0.0,1.2090177998432736
0.0,0.7857235454804083
0.0,0.6340504546001426
0.0,1.4620003594104531
0.0,2.2202475196798446
0.0,0.6318751864790855
0.0,0.5866281444003931
0.0,0.8763684999787955
0.0,2.3822153181960175
0.0,0.40100773104475707
0.0,0.10956258423451004
0.0,0.7743972254750418
0.0,0.8274012856792154
0.0,1.666218917973083
0.0,0.6521721849697144
0.0,3.3130152622050986
0.0,0.616356546247431
0.0,0.9962948593739043
0.0,3.87920479636621
0.0,4.633972693574037
0.0,0.6119254603436417
0.0,0.35429790474856304
0.0,3.9594610463999516
0.0,0.876417442981591
0.0,3.941864390718081
0.0,1.149363552928918
0.0,0.41398794059668376
0.0,0.8477182555288607
0.0,0.08236689995749202
0.0,0.7609734984887098
0.0,1.5910007425439971
0.0,5.840201279846724
0.0,0.8291678503756259
0.0,2.82647430533828
0.0,0.5353016805618722
0.0,1.4569674794551588
0.0,0.8955054534342537
0.0,0.09014721168446727
0.0,0.8991974721127178
0.0,0.6517421105999119
0.0,0.338306007386592
0.0,0.28513413374219
0.0,0.28727169227701665
