tiempo_espera,tiempo_sistema
0.0,0.016467695505518853
0.0,0.5383886349788565
0.0,0.30844080904718263
0.0,0.5132120138208727
0.0,1.3879347348182254
0.0,0.02503562127131076
0.0,0.9370979015910628
0.0,0.3116406437762844
0.0,0.568007520452003
0.0,1.4169409330640974
0.0,1.0425287171036537
0.0,0.11548928927023994
0.0,3.3035022061905543
0.0,0.011944360138368637
0.0,2.0210163604728457
0.0,0.9609099800855105
0.0,0.31318487940179196
0.0,0.013287213413768484
0.0,0.8636726795956022
0.0,0.13794916058252937
0.0,0.20879073751032706
0.0,0.041788131939767936
0.0,0.05262144157212845
0.0,0.031014107092914855
0.0,0.0386267238852156
0.0,0.7133896389229477
0.0,0.47721324173296864
0.0,1.1786056700757541
0.0,0.33723754453816923
0.0,0.28807424796312375
0.0,0.5572422232771146
0.0,0.15538812104797728
0.0,0.06589466282832745
0.0,0.04184493361729835
0.0,1.2034890863666021
0.0,0.02471027596085662
0.0,0.25180141215014373
0.0,1.8517190126219987
0.0,0.9810831107289602
0.0,6.05757057307909
0.0,0.49417398869877616
0.0,0.6000647968667181
0.0,0.7924145898429344
0.0,3.4682693786400023
0.0,1.800643192394233
0.0,0.5652677561920427
0.0,1.0797851667980183
0.0,0.16685318310317143
0.0,1.798258124446761
0.0,1.634384258442367
0.0,0.2078212127765653
0.0,0.5108811531778201
0.0,0.6345616228838935
0.0,2.141973010931224
0.0,0.6990638945338787
0.0,1.1493499454283551
0.0,0.24216964828542586
0.0,1.9342817878747667
0.0,0.9171919987551576
0.0,0.1668833299731034
0.0,0.8637815207856931
0.0,0.5755319321073955
0.0,0.03825631145235775
0.0,1.5409730217221522
0.0,0.36260855939090675
0.0,0.9700585289173205
0.0,0.27281411632139907
0.0,0.1393681762973813
0.0,0.6876132128237487
