tiempo_espera,tiempo_sistema
0.0,0.0780548906865608
0.0,0.4785474646225367
0.0,1.3850671931015572
0.0,0.5369596018056555
0.0,0.040099857763220115
0.0,3.7188898701828563
0.0,1.2413798978596944
0.0,2.331924061716272
0.0,1.4799585170086154
0.0,0.37963637419972684
0.0,2.8749666608696813
0.0,1.5572317755619096
0.0,0.48114960889149216
0.0,1.5671719771424435
0.0,0.0787835019722678
0.0,2.815210519650968
0.0,0.05852149614324276
0.0,0.1671578535459446
0.0,4.708723185145196
0.0,0.16851061029785797
0.0,0.6928093905663673
0.0,1.187324155305447
0.0,0.08361081473022125
0.0,1.5619821526061912
0.0,0.5574786263499334
0.0,2.2056369072932256
0.0,2.337682518030533
0.0,1.0511907442654547
1.014801241058052,0.9088252645849053
0.35184306270484456,3.84590133245824
0.0,0.1153092294842395
0.0,1.2276241001407584
0.0,0.6194105246054278
0.0,1.7413012029089572
0.0,0.3610633625737165
0.0,0.9206441414881965
0.0,1.4446876889233948
0.0,1.4269277847357387
0.9371658114795594,1.9500390050179703
0.6637779251931306,1.4342879712649932
0.0,1.9931403749743737
0.0,0.8229386282143452
0.0,1.8896305736462295
0.0,1.5288960971891612
0.0,0.3464689894780122
0.30201344878682335,0.1408758174065099
0.0,3.187337216675502
0.0,0.8275523658065111
0.0,0.42764085911598215
0.0,0.3470133137211491
0.27706374617828544,3.0472439365365176
0.0,0.5411670294160444
0.0,0.3601255741112084
0.0,1.7032899645601276
0.0,2.135663273458931
0.0,0.5037997101597114
0.0,0.328897424976617
0.0,1.3981526890310931
0.0,0.45504385140458226
0.0,0.9159179689491168
0.0,2.0571140906574783
0.0,1.2660153037311375
0.0,0.6408735175537856
0.0,1.7346248069177932
0.0,0.9948738337673433
0.0,3.6629936370407563
0.0,0.9579893952332839
0.0,0.6825017355913303
0.0,3.3991235693298734
0.5948993060770817,6.164377352919928
0.0,0.4691758849131702
0.0,4.695182304215535
0.0,1.2304612984741254
0.0,0.011409071553174499
0.0,0.3071018165499879
0.0,0.012191248793669729
