tiempo_espera,tiempo_sistema
0.0,0.9881865813297196
0.0,0.03087605530130766
0.0,0.6019696481177554
0.0,0.08596383627792648
0.0,0.26713912131910433
0.0,1.8107577805230086
0.0,0.5746561831211636
0.0,0.9561383193786845
0.0,1.272271751365171
0.0,1.1132912169776006
0.0,0.29570837977914977
0.0,0.7148830766023195
0.0,0.5920758961104653
0.0,1.7006502372913275
0.0,0.28167774651885935
0.0,2.9893181126072363
0.0,0.9853492810138533
0.0,1.159424429027446
0.0,0.42087527847525763
0.0,0.6529203029440538
0.0,1.3226317029938173
0.0,2.2978475542793433
0.0,0.24493226562367454
0.0,0.09165665846207105
0.0,2.1249945394057335
0.0,0.3258761754625823
0.0,2.9788741914059926
0.0,0.56505686193114
0.0,1.8814405045290812
0.0,2.9939032003474892
0.0,0.6603115144951062
0.0,0.06709500281820624
0.0,0.10225217771471762
0.0,2.504248037638021
0.0,0.12438548509346958
0.0,1.6994662497610165
0.0,2.4717514124843376
0.0,0.19797073737547066
0.0,2.202029964746231
0.0,1.3349697865090349
0.0,0.04085083722615934
0.0,0.052709075204688816
0.0,2.745256365812793
0.0,1.6627786626218608
0.0,1.1649108043904164
0.0,0.3364106680331247
0.0,1.1233305093009562
0.0,0.44214621192992354
0.0,0.45250891814905003
0.0,0.2022632455347093
0.0,0.6185571450900795
0.0,0.7471977412333217
0.0,2.0935337014420554
0.0,0.25289411509865545
0.0,0.4387232729101811
0.0,2.4365167210218885
0.0,0.8286505300665112
0.0,0.8598103636521444
0.0,2.5601176071357656
0.0,0.0027711261982119595
0.0,0.06036699147071545
0.0,0.21748044924044052
0.0,1.0238154721918136
0.0,0.6243963701916471
